"","metric","race_indicator","week","geography","mean","se","other_mean","other_se","diff_mean","diff_se","geo_type"
"60","uninsured","black","wk5_6","Washington-Arlington-Alexandria, DC-VA-MD-WV",0.0955759344724986,0.0266475001190941,0.0690626855271952,0.00612377209944307,-0.0265132489453033,0.030145852770579,"msa"
"61","uninsured","black","wk1_2","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.118914295184981,0.0282130614675907,0.0652466572633457,0.00876140871909575,-0.0536676379216351,0.0292478281740961,"msa"
"62","uninsured","black","wk2_3","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.230989809719538,0.051120346951354,0.0661148588258701,0.0100892341437356,-0.164874950893668,0.0552449843950388,"msa"
"63","uninsured","black","wk3_4","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.260862895904059,0.0598804924902319,0.0598787661950647,0.00511424352674976,-0.200984129708994,0.0620150082554836,"msa"
"64","uninsured","black","wk4_5","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.143874446585112,0.0455710168345883,0.0617093529839013,0.00465197058716127,-0.0821650936012107,0.0474950666772475,"msa"
"65","uninsured","black","wk5_6","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.0875880310328305,0.0304560904423428,0.0723832105080735,0.00761388031967429,-0.015204820524757,0.0346574252884115,"msa"
"66","uninsured","black","wk1_2","Seattle-Tacoma-Bellevue, WA",0.00606490264724687,0.00537029813523365,0.0639507480995597,0.00792674406401982,0.0578858454523128,0.0128212647766363,"msa"
"67","uninsured","black","wk2_3","Seattle-Tacoma-Bellevue, WA",0.0285975894144761,0.0305424942047145,0.0649799904755142,0.00633225743654483,0.0363824010610381,0.0329376736970555,"msa"
"68","uninsured","black","wk3_4","Seattle-Tacoma-Bellevue, WA",0.12614781358689,0.0760003008680224,0.0736365055745549,0.00538897661212561,-0.0525113080123355,0.0773330341446821,"msa"
"69","uninsured","black","wk4_5","Seattle-Tacoma-Bellevue, WA",0.147108567561777,0.073656147121906,0.0858832151199649,0.00531437106889958,-0.0612253524418125,0.0740606445706445,"msa"
"70","uninsured","black","wk5_6","Seattle-Tacoma-Bellevue, WA",0.0490404570189658,0.0245012832035304,0.0883319129490071,0.00650412690363619,0.0392914559300413,0.025338410259667,"msa"
"71","uninsured","black","wk1_2","Miami-Fort Lauderdale-West Palm Beach, FL",0.292827777325188,0.0804304696299682,0.132515797767586,0.00925704125025359,-0.160311979557602,0.0848441535507382,"msa"
"72","uninsured","black","wk2_3","Miami-Fort Lauderdale-West Palm Beach, FL",0.283068953923538,0.089635040357701,0.138046612559314,0.0114684625147497,-0.145022341364225,0.0975415645578588,"msa"
"73","uninsured","black","wk3_4","Miami-Fort Lauderdale-West Palm Beach, FL",0.216425531612904,0.0736506782883474,0.14482081665316,0.0104750712718884,-0.0716047149597445,0.0834401956135401,"msa"
"74","uninsured","black","wk4_5","Miami-Fort Lauderdale-West Palm Beach, FL",0.204868854237636,0.0599177037802275,0.165821177530858,0.0133619649839185,-0.0390476767067776,0.0639290732623714,"msa"
"75","uninsured","black","wk5_6","Miami-Fort Lauderdale-West Palm Beach, FL",0.167698024443701,0.0431411882098153,0.216626611981182,0.0136787576769894,0.0489285875374807,0.0501739122016649,"msa"
"76","uninsured","black","wk1_2","TN",0.171829779492755,0.046591770378912,0.170403661295296,0.0128855497191447,-0.00142611819745889,0.0550574291527803,"state"
"77","uninsured","black","wk2_3","TN",0.0986522205942588,0.0375865394863257,0.172300590777906,0.0145588754205984,0.0736483701836469,0.0547668410654048,"state"
"78","uninsured","black","wk3_4","TN",0.129300255162906,0.0282347256184433,0.153325576347972,0.00989821834166752,0.0240253211850657,0.0348375379465675,"state"
"79","uninsured","black","wk4_5","TN",0.265785433494994,0.0532963843644259,0.126239056301158,0.0078571184247865,-0.139546377193836,0.0566817516680199,"state"
"80","uninsured","black","wk5_6","TN",0.214167752253917,0.0545231262395663,0.131447370794081,0.00618518328691346,-0.0827203814598363,0.0555845961828574,"state"
"81","uninsured","black","wk1_2","AL",0.102808148126123,0.0341843381690806,0.142739537975056,0.0118013885100936,0.0399313898489328,0.0385010728149504,"state"
"82","uninsured","black","wk2_3","AL",0.110484025202775,0.0332682797714973,0.160019325004515,0.011458432147255,0.0495352998017404,0.0387552582278414,"state"
"83","uninsured","black","wk3_4","AL",0.166520742672735,0.039711016799058,0.152511902749533,0.00866947890204101,-0.0140088399232027,0.0449465356382621,"state"
"84","uninsured","black","wk4_5","AL",0.178008396319527,0.0468851919658674,0.126503764027983,0.0070257316604771,-0.0515046322915443,0.0520689201735748,"state"
"85","uninsured","black","wk5_6","AL",0.183268035852697,0.0381654629331213,0.129615747184111,0.0081386374523893,-0.0536522886685859,0.0448765336957558,"state"
"86","uninsured","black","wk1_2","MI",0.0701609487051287,0.0275681046576694,0.0945780885514738,0.00679520650798625,0.0244171398463451,0.0284705872594035,"state"
"87","uninsured","black","wk2_3","MI",0.0378460386473093,0.015859617414947,0.0860758240176299,0.00681226634178319,0.0482297853703206,0.0215569399196364,"state"
"88","uninsured","black","wk3_4","MI",0.0456907561154958,0.0162434897208771,0.0830469717020551,0.00609816825640521,0.0373562155865593,0.0231118554411933,"state"
"89","uninsured","black","wk4_5","MI",0.157436636883857,0.028504577292214,0.0893540238135267,0.00666074951519745,-0.0680826130703307,0.0346875549995262,"state"
"90","uninsured","black","wk5_6","MI",0.15827734113546,0.0278255125627377,0.0953728132517044,0.00688020815193042,-0.0629045278837556,0.0324899810543566,"state"
"91","uninsured","black","wk1_2","AK",0.121225235342446,0.0887351425730048,0.150214796644847,0.00775497469866157,0.0289895613024006,0.0892536311253222,"state"
"92","uninsured","black","wk2_3","AK",0.205438917100663,0.111399027227518,0.12745590223791,0.00918037300857238,-0.0779830148627527,0.114133523240308,"state"
"93","uninsured","black","wk3_4","AK",0.146639245448072,0.0766220097700891,0.128272718384705,0.00838084992805622,-0.0183665270633667,0.0806611015617458,"state"
"94","uninsured","black","wk4_5","AK",0.0820946146390107,0.0599142085117369,0.122666444519748,0.00769329540242,0.0405718298807372,0.0622568395342628,"state"
"95","uninsured","black","wk5_6","AK",0.100967943255177,0.0981084719276487,0.125507832497768,0.00933417097519314,0.0245398892425913,0.0998598036607377,"state"
"96","uninsured","black","wk1_2","MA",0.14243672334252,0.0485002349090439,0.0695351094477005,0.00858491631425245,-0.0729016138948196,0.0515244148446633,"state"
"97","uninsured","black","wk2_3","MA",0.0909592159529382,0.0420150971484252,0.0769637205021085,0.00969165060185369,-0.0139954954508297,0.0441075544476121,"state"
"98","uninsured","black","wk3_4","MA",0.14855667077094,0.0517564795199829,0.0578246413108673,0.00528350443207927,-0.0907320294600732,0.0526417119988042,"state"
"99","uninsured","black","wk4_5","MA",0.187329958830832,0.0610204581241472,0.0363515915716301,0.00336665542179407,-0.150978367259202,0.0611005733393704,"state"
"100","uninsured","black","wk5_6","MA",0.0983636844955654,0.040207509202623,0.0398044060419765,0.00357482838873623,-0.0585592784535889,0.0397511288636675,"state"
"101","uninsured","black","wk1_2","FL",0.207970855546514,0.0516193126144302,0.136891538633552,0.00617267217492035,-0.0710793169129617,0.0529738044193432,"state"
"102","uninsured","black","wk2_3","FL",0.228132558164015,0.0601311679406565,0.143911399769245,0.00601591282950527,-0.08422115839477,0.0620757667319727,"state"
"103","uninsured","black","wk3_4","FL",0.197507243774085,0.0481434613553093,0.138461757873448,0.00539888179534427,-0.0590454859006368,0.0495290237702853,"state"
"104","uninsured","black","wk4_5","FL",0.208364114609105,0.0412507216030344,0.153839994418464,0.00758104645693987,-0.0545241201906412,0.0426349128518175,"state"
"105","uninsured","black","wk5_6","FL",0.178735587966947,0.0317525381779105,0.196699041591306,0.00811315969875817,0.0179634536243588,0.0314654901861773,"state"
"106","uninsured","black","wk1_2","NH",0,0,0.116517626792296,0.0087137870278181,0.116517626792296,0.0174275740556362,"state"
"107","uninsured","black","wk2_3","NH",0.0271070582762659,0.0326360935777881,0.121432344368616,0.00927452731340054,0.0943252860923498,0.0392316482451381,"state"
"108","uninsured","black","wk3_4","NH",0.0609814134685409,0.0476340366462154,0.0755892738487284,0.00481979767954643,0.0146078603801876,0.0502535980370376,"state"
"109","uninsured","black","wk4_5","NH",0.0358259594872071,0.0385272793358701,0.0593408788437476,0.00468855566153111,0.0235149193565405,0.0404130741537687,"state"
"110","uninsured","black","wk5_6","NH",0,0,0.0852880995622769,0.00683082329380262,0.0852880995622769,0.0136616465876052,"state"
"111","uninsured","black","wk1_2","WA",0.180384790149692,0.130467844836343,0.0663824473328533,0.00604976175367736,-0.114002342816839,0.134307825566288,"state"
"112","uninsured","black","wk2_3","WA",0.19259225670103,0.103928823920439,0.0598535924538409,0.00478583252243564,-0.132738664247189,0.105951335498432,"state"
"113","uninsured","black","wk3_4","WA",0.130107627854868,0.0698756010409846,0.0704238469707886,0.00398481176785407,-0.0596837808840799,0.0704533753585133,"state"
"114","uninsured","black","wk4_5","WA",0.129831974367889,0.0616364764946008,0.0870473263189367,0.00435397785740466,-0.0427846480489522,0.0623086364885487,"state"
"115","uninsured","black","wk5_6","WA",0.0565825440106625,0.0222065385866602,0.0950859094774204,0.00549533139166899,0.0385033654667579,0.0248675206205061,"state"
"116","uninsured","black","wk1_2","AZ",0.102706038695952,0.0443696465306956,0.162396766042989,0.00985379281530666,0.0596907273470371,0.0478840246695188,"state"
"117","uninsured","black","wk2_3","AZ",0.171472942876364,0.0793558578541303,0.160566477061704,0.0109382905003814,-0.0109064658146599,0.0821517893211963,"state"
"118","uninsured","black","wk3_4","AZ",0.178318261164001,0.0769622835452002,0.196478765702098,0.00931807093837978,0.0181605045380973,0.0796026241388028,"state"
"119","uninsured","black","wk4_5","AZ",0.201619884127741,0.0723721683237332,0.171036533559076,0.00744360910236686,-0.0305833505686645,0.0718034037194182,"state"
"120","uninsured","black","wk5_6","AZ",0.147425794970914,0.0573100604197712,0.145998498147119,0.00682988369087051,-0.0014272968237948,0.0545092079657894,"state"
"121","uninsured","black","wk1_2","AR",0.0811989725013441,0.0316556225488405,0.109323991505056,0.0102770155964785,0.0281250190037114,0.041388772365526,"state"
"122","uninsured","black","wk2_3","AR",0.157485085558567,0.0526210453844513,0.100872671664799,0.0110970512244122,-0.0566124138937679,0.0593333051472048,"state"
"123","uninsured","black","wk3_4","AR",0.15906844903306,0.0451539233324438,0.103844451733586,0.00824665595875992,-0.0552239972994742,0.04535479923598,"state"
"124","uninsured","black","wk4_5","AR",0.102238585339562,0.027061374582507,0.112391913053583,0.00724896212376601,0.0101533277140216,0.0335959651211553,"state"
"125","uninsured","black","wk5_6","AR",0.0869152767719896,0.0254191271998958,0.128896192071523,0.00839792231000609,0.0419809152995338,0.0330155196139008,"state"
"126","uninsured","black","wk1_2","GA",0.185058419061015,0.0445763591175607,0.171858072397203,0.00755331034095643,-0.013200346663812,0.0457133085695108,"state"
"127","uninsured","black","wk2_3","GA",0.18355485293812,0.0468100278615182,0.156247042305628,0.00993090429478888,-0.0273078106324918,0.0518511971453094,"state"
"128","uninsured","black","wk3_4","GA",0.175793265799736,0.029008292147713,0.153839955506725,0.00782361113405104,-0.0219533102930118,0.0339237526140218,"state"
"129","uninsured","black","wk4_5","GA",0.198513232633296,0.0370867190929397,0.158489020993836,0.00723656860633752,-0.0400242116394598,0.0399398560678206,"state"
"130","uninsured","black","wk5_6","GA",0.183521962563481,0.0335122808279013,0.222332339783483,0.010208205725493,0.0388103772200012,0.0417353690395673,"state"
"131","uninsured","black","wk1_2","CA",0.204826086746901,0.0672539742050114,0.112259872671414,0.00589155339650905,-0.0925662140754866,0.0669436141973456,"state"
"132","uninsured","black","wk2_3","CA",0.335191114628594,0.0752085672052065,0.116544994991873,0.00660440710384448,-0.218646119636721,0.076982745179917,"state"
"133","uninsured","black","wk3_4","CA",0.234971060938143,0.0358485423681443,0.114013999308536,0.00497324080395682,-0.120957061629607,0.0395507522499188,"state"
"134","uninsured","black","wk4_5","CA",0.141739851416122,0.0324912274451775,0.113711704757425,0.00489744518937473,-0.0280281466586971,0.0338325284426782,"state"
"135","uninsured","black","wk5_6","CA",0.0968049094821699,0.0278153169876661,0.116234287827092,0.00446775480947678,0.0194293783449226,0.0285641873205732,"state"
"136","uninsured","black","wk1_2","TX",0.242260981003034,0.0389860070612183,0.233958333393127,0.00830627830751418,-0.00830264760990693,0.0423440050170118,"state"
"137","uninsured","black","wk2_3","TX",0.226973224723998,0.0447523773450354,0.230898271648514,0.00905213806079097,0.00392504692451615,0.0468681410667545,"state"
"138","uninsured","black","wk3_4","TX",0.224436520443836,0.0423311605470007,0.215314645757588,0.00818510116331562,-0.00912187468624784,0.0462523909168345,"state"
"139","uninsured","black","wk4_5","TX",0.229544132857953,0.0504275665035232,0.219027516952651,0.00695340347652089,-0.010516615905302,0.0528607155560962,"state"
"140","uninsured","black","wk5_6","TX",0.204092712292591,0.0273520368541051,0.267690485798019,0.00707359332107641,0.0635977735054289,0.0299122372428335,"state"
"141","uninsured","black","wk1_2","CO",0.384197060633563,0.117928692859347,0.107100179829564,0.00894207531196126,-0.277096880803999,0.111032957999124,"state"
"142","uninsured","black","wk2_3","CO",0.291228180019602,0.14737881910598,0.110093607445936,0.008880773996493,-0.181134572573665,0.138471701436937,"state"
"143","uninsured","black","wk3_4","CO",0.18328614272396,0.0855467296470113,0.123654257053582,0.00649395937063303,-0.0596318856703787,0.0851333773232983,"state"
"144","uninsured","black","wk4_5","CO",0.0460536307168985,0.0239267210067466,0.124978392272871,0.00744850755109521,0.0789247615559726,0.0280153272509235,"state"
"145","uninsured","black","wk5_6","CO",0.0982631211676541,0.0562305724934737,0.102671132728111,0.00607858037703203,0.00440801156045682,0.0573490666867132,"state"
"146","uninsured","black","wk1_2","CT",0.0549525074012284,0.0414401694038523,0.0743475688525881,0.0105251172893704,0.0193950614513597,0.0510204057807678,"state"
"147","uninsured","black","wk2_3","CT",0.0146896501390807,0.00942814828329214,0.0769149248296589,0.0112852376258826,0.0622252746905782,0.0263209229742531,"state"
"148","uninsured","black","wk3_4","CT",0.0346982112672727,0.0198191577120819,0.0725419296591766,0.00657224932959492,0.0378437183919039,0.0254173242795553,"state"
"149","uninsured","black","wk4_5","CT",0.0774722529650444,0.0451072823925471,0.0747408263133728,0.00596411530469337,-0.00273142665167157,0.0486442544011073,"state"
"150","uninsured","black","wk5_6","CT",0.074072595642969,0.0346809459650747,0.0706328420590315,0.00577142709005557,-0.00343975358393753,0.0372233465272463,"state"
"151","uninsured","black","wk1_2","NY",0.225966822750342,0.058376019216059,0.0646815495044683,0.00554194597107729,-0.161285273245874,0.0588131857892348,"state"
"152","uninsured","black","wk2_3","NY",0.138031201036996,0.0421979732279668,0.070189040038894,0.00783463350941528,-0.0678421609981025,0.0438030452300456,"state"
"153","uninsured","black","wk3_4","NY",0.0332238363474533,0.0152560560577965,0.083163048801549,0.00569592099515057,0.0499392124540957,0.0189658387933049,"state"
"154","uninsured","black","wk4_5","NY",0.0611423071476431,0.0185052966878831,0.0913128768785294,0.00656077212101664,0.0301705697308863,0.023575561873381,"state"
"155","uninsured","black","wk5_6","NY",0.0555644467029754,0.0176215913219507,0.0963548384342749,0.00787326322922431,0.0407903917312994,0.0247120657364493,"state"
"156","uninsured","black","wk1_2","DE",0.0913018997852345,0.0361405377159544,0.0918218295455123,0.00831441228693516,0.000519929760277801,0.0384939221297636,"state"
"157","uninsured","black","wk2_3","DE",0.134791869796496,0.049436879449049,0.0767507283971933,0.00835105784655418,-0.058041141399303,0.0524053381293332,"state"
"158","uninsured","black","wk3_4","DE",0.0728086079385185,0.0216812024696017,0.125091901425784,0.013405608168288,0.0522832934872659,0.034535970816753,"state"
"159","uninsured","black","wk4_5","DE",0.0454731164136197,0.0242335707407424,0.104654128513152,0.0101593030296234,0.0591810120995319,0.0297883079455778,"state"
"160","uninsured","black","wk5_6","DE",0.133051942883966,0.0546689001689595,0.0425886488317705,0.00480930956005718,-0.0904632940521952,0.0556226579581835,"state"
"161","uninsured","black","wk1_2","HI",0.00608106069714163,0.00861689508667991,0.0992964983361378,0.0155183844871526,0.0932154376389962,0.0322683431660065,"state"
"162","uninsured","black","wk2_3","HI",0.00399339315719126,0.00650330886452229,0.102903475663884,0.0134312286169693,0.0989100825066923,0.0279724273807959,"state"
"163","uninsured","black","wk3_4","HI",0,0,0.0626886272016935,0.0046747796172769,0.0626886272016935,0.00934955923455381,"state"
"164","uninsured","black","wk4_5","HI",0,0,0.0760797990098715,0.00623858658439541,0.0760797990098715,0.0124771731687908,"state"
