metric,race_var,week_num,geography,mean,se,geo_type,moe_95,moe_95_lb,moe_95_ub,sigdiff
stimulus_expenses,black,wk7_8,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.7433008496473292,0.04524132174104672,msa,0.08867299061245157,0.6546278590348776,0.8319738402597808,0
stimulus_expenses,black,wk8_9,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.8463165393954855,0.028096817561629413,msa,0.05506976242079365,0.7912467769746918,0.9013863018162791,1
stimulus_expenses,black,wk9_10,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.8294620791168756,0.03253549739139166,msa,0.06376957488712764,0.765692504229748,0.8932316540040033,1
stimulus_expenses,black,wk7_8,"Atlanta-Sandy Springs-Roswell, GA",0.8238602551690912,0.03234922153599813,msa,0.06340447421055634,0.7604557809585348,0.8872647293796476,1
stimulus_expenses,black,wk8_9,"Atlanta-Sandy Springs-Roswell, GA",0.8466357151424592,0.022947582667984415,msa,0.044977262029249454,0.8016584531132097,0.8916129771717086,1
stimulus_expenses,black,wk9_10,"Atlanta-Sandy Springs-Roswell, GA",0.780965667854589,0.029187204432484983,msa,0.05720692068767057,0.7237587471669185,0.8381725885422595,1
stimulus_expenses,black,wk7_8,"Boston-Cambridge-Newton, MA-NH",0.8695839283640624,0.04419566962689422,msa,0.08662351246871267,0.7829604158953497,0.9562074408327751,1
stimulus_expenses,black,wk8_9,"Boston-Cambridge-Newton, MA-NH",0.8912544259150977,0.02781741453368066,msa,0.05452213248601409,0.8367322934290836,0.9457765584011119,1
stimulus_expenses,black,wk9_10,"Boston-Cambridge-Newton, MA-NH",0.8300451928348568,0.05185315061412399,msa,0.10163217520368302,0.7284130176311737,0.9316773680385398,1
stimulus_expenses,black,wk7_8,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.7080832780733903,0.0388010544343236,msa,0.07605006669127426,0.6320332113821161,0.7841333447646646,1
stimulus_expenses,black,wk8_9,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.7221608904496334,0.03710001882242126,msa,0.07271603689194567,0.6494448535576878,0.794876927341579,1
stimulus_expenses,black,wk9_10,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.7710849549970425,0.028783623132347218,msa,0.05641590133940055,0.714669053657642,0.8275008563364431,1
