metric,race_var,week_num,geography,mean,se,geo_type,moe_95,moe_95_lb,moe_95_ub,sigdiff
uninsured,black,wk1_2,"Boston-Cambridge-Newton, MA-NH",0.1891170504204753,0.06840103852260768,msa,0.13406603550431104,0.055051014916164265,0.32318308592478634,1
uninsured,black,wk2_3,"Boston-Cambridge-Newton, MA-NH",0.09290695154961628,0.05583172566017677,msa,0.10943018229394648,-0.016523230744330195,0.20233713384356278,0
uninsured,black,wk3_4,"Boston-Cambridge-Newton, MA-NH",0.16524668162558542,0.06129532137111472,msa,0.12013882988738485,0.045107851738200574,0.28538551151297026,0
uninsured,black,wk4_5,"Boston-Cambridge-Newton, MA-NH",0.19149030959689003,0.06469593477875546,msa,0.1268040321663607,0.06468627743052935,0.3182943417632507,1
uninsured,black,wk5_6,"Boston-Cambridge-Newton, MA-NH",0.07665313073003262,0.041039811835586484,msa,0.0804380311977495,-0.003784900467716887,0.1570911619277821,0
uninsured,black,wk6_7,"Boston-Cambridge-Newton, MA-NH",0.09112759453637576,0.04388704880237367,msa,0.0860186156526524,0.0051089788837233585,0.17714621018902815,0
uninsured,black,wk1_2,"Atlanta-Sandy Springs-Roswell, GA",0.15647774786992136,0.050230882828802496,msa,0.0984525303444529,0.058025217525468464,0.25493027821437425,0
uninsured,black,wk2_3,"Atlanta-Sandy Springs-Roswell, GA",0.17700764562550397,0.0535998192100427,msa,0.10505564565168368,0.07195199997382029,0.28206329127718766,0
uninsured,black,wk3_4,"Atlanta-Sandy Springs-Roswell, GA",0.1776168877444682,0.03482154796444786,msa,0.06825023401031781,0.1093666537341504,0.24586712175478603,0
uninsured,black,wk4_5,"Atlanta-Sandy Springs-Roswell, GA",0.1728781066305877,0.028036570902415864,msa,0.054951678968735096,0.1179264276618526,0.2278297855993228,0
uninsured,black,wk5_6,"Atlanta-Sandy Springs-Roswell, GA",0.17247829426810532,0.02932120280451629,msa,0.05746955749685193,0.1150087367712534,0.22994785176495725,0
uninsured,black,wk6_7,"Atlanta-Sandy Springs-Roswell, GA",0.2516299354277902,0.0437362187885265,msa,0.08572298882551194,0.16590694660227828,0.33735292425330216,0
uninsured,black,wk1_2,"Los Angeles-Long Beach-Anaheim, CA",0.34457562511384693,0.1388697974651578,msa,0.2721848030317093,0.07239082208213765,0.6167604281455562,0
uninsured,black,wk2_3,"Los Angeles-Long Beach-Anaheim, CA",0.4918342209011286,0.17828520923401983,msa,0.34943901009867884,0.14239521080244977,0.8412732309998074,0
uninsured,black,wk3_4,"Los Angeles-Long Beach-Anaheim, CA",0.3279228054809744,0.10591442973920559,msa,0.20759228228884297,0.12033052319213144,0.5355150877698174,0
uninsured,black,wk4_5,"Los Angeles-Long Beach-Anaheim, CA",0.1307461229998513,0.04692644259697143,msa,0.091975827490064,0.038770295509787306,0.2227219504899153,0
uninsured,black,wk5_6,"Los Angeles-Long Beach-Anaheim, CA",0.018828266123131772,0.011623373637810954,msa,0.02278181233010947,-0.003953546206977698,0.041610078453241245,1
uninsured,black,wk6_7,"Los Angeles-Long Beach-Anaheim, CA",0.071162043381781,0.03844915227204882,msa,0.07536033845321569,-0.004198295071434682,0.1465223818349967,0
uninsured,black,wk1_2,"Phoenix-Mesa-Scottsdale, AZ",0.09409073703603074,0.044304492118605314,msa,0.08683680455246641,0.007253932483564332,0.18092754158849716,0
uninsured,black,wk2_3,"Phoenix-Mesa-Scottsdale, AZ",0.17959764609661424,0.08332060907970275,msa,0.1633083937962174,0.01628925230039685,0.34290603989283164,0
uninsured,black,wk3_4,"Phoenix-Mesa-Scottsdale, AZ",0.13692866304117943,0.06493920956731214,msa,0.1272808507519318,0.009647812289247631,0.2642095137931112,0
uninsured,black,wk4_5,"Phoenix-Mesa-Scottsdale, AZ",0.1589717317180466,0.059146278171001605,msa,0.11592670521516314,0.04304502650288346,0.27489843693320976,0
uninsured,black,wk5_6,"Phoenix-Mesa-Scottsdale, AZ",0.18871099464690255,0.0642626095600098,msa,0.1259547147376192,0.06275627990928334,0.31466570938452176,0
uninsured,black,wk6_7,"Phoenix-Mesa-Scottsdale, AZ",0.1823681497318726,0.0836286768911823,msa,0.1639122067067173,0.018455943025155297,0.3462803564385899,0
uninsured,black,wk1_2,"New York-Newark-Jersey City, NY-NJ-PA",0.16718114902548525,0.050235984252785804,msa,0.09846252913546018,0.06871861989002508,0.2656436781609454,0
uninsured,black,wk2_3,"New York-Newark-Jersey City, NY-NJ-PA",0.10052191224011076,0.04100340187230857,msa,0.08036666766972479,0.020155244570385963,0.18088857990983553,0
uninsured,black,wk3_4,"New York-Newark-Jersey City, NY-NJ-PA",0.048449087897321656,0.014533327573719435,msa,0.028485322044490093,0.019963765852831564,0.07693440994181175,1
uninsured,black,wk4_5,"New York-Newark-Jersey City, NY-NJ-PA",0.05896210537708889,0.01439201231004859,msa,0.028208344127695236,0.030753761249393653,0.08717044950478413,0
uninsured,black,wk5_6,"New York-Newark-Jersey City, NY-NJ-PA",0.05698651389346834,0.01416624686018917,msa,0.027765843845970774,0.029220670047497562,0.08475235773943911,0
uninsured,black,wk6_7,"New York-Newark-Jersey City, NY-NJ-PA",0.07493495031406985,0.021953161953028433,msa,0.043028197427935726,0.03190675288613413,0.11796314774200559,0
uninsured,black,wk1_2,"San Francisco-Oakland-Hayward, CA",0.0697097983217481,0.06313302291512674,msa,0.1237407249136484,-0.0540309265919003,0.19345052323539652,0
uninsured,black,wk2_3,"San Francisco-Oakland-Hayward, CA",0.06264715153340115,0.06733393173817706,msa,0.13197450620682705,-0.06932735467342589,0.19462165774022822,0
uninsured,black,wk3_4,"San Francisco-Oakland-Hayward, CA",0.02936739377210658,0.014945361881543247,msa,0.029292909287824763,7.44844842818157e-5,0.05866030305993134,0
uninsured,black,wk4_5,"San Francisco-Oakland-Hayward, CA",0.1802701467010708,0.07325914775299894,msa,0.1435879295958779,0.0366822171051929,0.32385807629694874,0
uninsured,black,wk5_6,"San Francisco-Oakland-Hayward, CA",0.2417054113284778,0.08088593537951194,msa,0.1585364333438434,0.0831689779846344,0.4002418446723212,1
